,Unnamed: 0,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Weekly Hour,How Many New Clothes Monthly,How Long Internet Weekly Hours,Energy efficiency,Recycling,Cooking_With,CarbonEmission
4299,4299,obese,female,pescatarian,less frequently,electricity,walk/bicycle,,never,342.92143570621425,rarely,92,medium,6.921518915485707,2.710028631989587,0.0,86.83969221069394,Sometimes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1564
4300,4300,normal,male,vegetarian,less frequently,natural gas,private,lpg,never,240.96189191059472,frequently,5174,extra large,3.717146166492484,20.561324875380453,0.042633184600297636,0.026720352266636382,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2840
4301,4301,obese,female,omnivore,twice a day,natural gas,private,electric,often,149.44999844666916,very frequently,9297,large,8.180273293808199,33.22463268108841,14.485239267785726,71.30442819550102,No,['Metal'],"['Stove', 'Microwave']",2924
4302,4302,normal,male,omnivore,less frequently,wood,private,petrol,sometimes,274.8334920295015,never,146,medium,6.5159758731733906,48.72471654948721,0.0,74.45815332437894,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']",1502
4303,4303,underweight,male,vegan,daily,natural gas,walk/bicycle,,never,356.82551101082475,never,78,extra large,4.550467992648136,104.8241707723228,0.0,90.98088686765962,Sometimes,['Plastic'],['Microwave'],1437
4304,4304,underweight,female,omnivore,daily,electricity,public,,sometimes,236.9330972605967,very frequently,235,medium,4.950837605673384,31.10722488238998,0.0,75.82661158411045,Yes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2521
4305,4305,underweight,female,pescatarian,more frequently,electricity,walk/bicycle,,never,169.10447030812514,frequently,2,small,2.4088533298686094,44.068013641770705,26.87903707588969,56.99740958472174,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave']",951
4306,4306,obese,female,pescatarian,daily,coal,walk/bicycle,,often,119.6990730182703,very frequently,30,large,1.9882093894067978,55.92586240400519,0.0,60.1848366325202,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2568
4307,4307,overweight,female,pescatarian,twice a day,wood,public,,never,235.72553904231026,very frequently,8,small,6.5987410913791855,38.36193116319313,0.0,82.51820537379342,No,['Glass'],"['Stove', 'Microwave']",2464
4308,4308,overweight,male,pescatarian,more frequently,electricity,walk/bicycle,,sometimes,226.37495023792002,never,6,medium,2.9109189033882874,41.018114192692025,0.0,52.6685784111818,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",1014
4309,4309,obese,female,vegan,less frequently,coal,private,diesel,never,239.89482000974996,rarely,2086,extra large,1.5725667069647296,26.468617767267496,11.520564145844853,68.15260236618181,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],2710
4310,4310,underweight,female,omnivore,more frequently,electricity,private,lpg,often,232.86006870866785,very frequently,7935,medium,6.6824526301399185,0.0,0.0,42.733724544966336,Yes,['Metal'],['Oven'],4165
4311,4311,obese,female,vegetarian,more frequently,coal,walk/bicycle,,often,350.8679466975535,never,87,extra large,4.483306795089843,85.43579196720027,12.229368563217996,63.54442789084958,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",2355
4312,4312,overweight,female,vegan,daily,wood,walk/bicycle,,sometimes,136.80643233734264,frequently,19,large,5.953837120003238,0.0,2.280698261482396,32.87284600028917,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1677
4313,4313,obese,female,pescatarian,less frequently,wood,public,,never,279.2594808729848,frequently,1897,small,5.738700546865115,82.72514688785765,3.7402563375854285,50.49782609213106,Sometimes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1901
4314,4314,normal,male,vegetarian,twice a day,wood,private,diesel,never,294.2567539383307,rarely,9845,large,4.825410725435985,37.43337365941576,12.221881323853593,78.0593984018809,Yes,[],"['Microwave', 'Grill', 'Airfryer']",4288
4315,4315,overweight,female,vegetarian,twice a day,natural gas,walk/bicycle,,sometimes,295.7744135862024,rarely,78,medium,4.372281266039767,66.44519615913066,19.499598634953692,66.78294547027942,Yes,[],"['Oven', 'Grill', 'Airfryer']",1461
4316,4316,obese,male,omnivore,twice a day,natural gas,public,,sometimes,189.05917888926342,very frequently,75,medium,3.7110713276359277,43.16631108444758,0.0,81.81214887164526,Yes,"['Paper', 'Plastic']","['Stove', 'Oven']",3250
4317,4317,obese,male,vegan,more frequently,electricity,public,,sometimes,178.19110745108162,very frequently,759,large,4.722686729739578,57.39180853222053,0.0,105.47006985578726,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2877
4318,4318,normal,female,vegetarian,more frequently,electricity,public,,never,215.5703554436698,very frequently,444,large,5.366344205969335,16.566842798620215,17.91470180286111,94.47066697366982,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1966
4319,4319,overweight,male,vegetarian,twice a day,electricity,public,,sometimes,114.63494018680169,never,1090,extra large,3.066541122437717,71.43699434443786,8.769471831904983,71.60160570168776,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1084
4320,4320,normal,male,pescatarian,daily,wood,public,,often,374.14605717744223,frequently,401,small,2.6537649216207426,42.024152018840006,11.272855909620333,53.77637493058554,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1857
4321,4321,obese,male,omnivore,daily,coal,walk/bicycle,,sometimes,317.04449035165675,never,13,small,6.521482387331464,18.224947527155226,0.0,68.54222779961806,No,['Glass'],"['Stove', 'Grill', 'Airfryer']",1787
4322,4322,overweight,female,omnivore,less frequently,electricity,private,electric,sometimes,129.039504185142,rarely,5202,extra large,4.227120564272977,0.0,7.967104636260601,38.052242327052454,No,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1516
4323,4323,normal,male,omnivore,daily,natural gas,walk/bicycle,,sometimes,378.3906872147144,rarely,88,large,1.2891461004161644,22.958830723515018,0.0,98.12302376315452,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",1769
4324,4324,underweight,female,omnivore,less frequently,coal,private,hybrid,often,233.11933772124834,never,6928,medium,3.86845222933486,31.00294810683069,0.0,112.0,Sometimes,"['Paper', 'Plastic']",['Stove'],2310
4325,4325,normal,female,vegetarian,more frequently,natural gas,private,petrol,never,292.91041993966894,never,1958,medium,5.026153064947026,22.494376007145277,2.2721583722122896,53.41494546799572,No,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1432
4326,4326,normal,male,pescatarian,less frequently,coal,public,,sometimes,186.34359718825377,never,487,extra large,8.08588921980493,32.04153715972749,0.0,78.81117084271676,Yes,"['Paper', 'Glass', 'Metal']",[],1354
4327,4327,underweight,female,vegan,daily,wood,public,,never,164.3433967685272,very frequently,233,extra large,4.398935870756258,8.417179582565986,18.285964354033005,62.32429559421881,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2305
4328,4328,normal,male,vegan,more frequently,wood,private,hybrid,often,299.9090585376797,never,5086,medium,6.683304039442397,43.29279269722778,0.0,112.0,No,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2120
4329,4329,normal,female,pescatarian,more frequently,wood,private,diesel,never,299.83865256417414,rarely,31,medium,2.932996557163788,57.97407658386349,0.0,46.78299773855147,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave']",975
4330,4330,underweight,male,vegan,more frequently,natural gas,walk/bicycle,,never,230.77251873254264,frequently,44,large,2.728644806206643,112.0,10.471651838824423,68.80016447370772,Yes,['Glass'],['Stove'],1715
4331,4331,underweight,male,vegetarian,more frequently,coal,walk/bicycle,,sometimes,229.2868690698794,rarely,3,medium,7.714090393536802,8.802335429008409,5.934099060592848,88.03628142575643,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1888
4332,4332,obese,female,omnivore,twice a day,natural gas,private,electric,never,261.76191934577434,never,5183,small,3.784469765323384,25.332120849142264,13.375764521795112,112.0,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",850
4333,4333,overweight,female,vegetarian,twice a day,coal,public,,never,285.3909806221406,never,90,medium,7.761923823886065,18.106216672682116,0.0,61.42468098880505,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1787
4334,4334,obese,female,vegetarian,twice a day,coal,private,lpg,sometimes,307.16390162947897,frequently,596,medium,4.582691983096207,26.05513568510657,16.56761983620685,40.79491379535878,No,['Paper'],"['Oven', 'Grill', 'Airfryer']",2030
4335,4335,overweight,female,pescatarian,twice a day,natural gas,private,electric,sometimes,335.72630670329573,rarely,1921,small,4.192550464408321,112.0,0.0,67.2277427598228,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1717
4336,4336,normal,female,pescatarian,more frequently,coal,private,hybrid,often,144.15737388140724,frequently,3696,small,6.721662247316076,22.861544441371443,0.0,96.83158255820308,Sometimes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2319
4337,4337,underweight,male,pescatarian,less frequently,coal,walk/bicycle,,often,307.7629104568414,never,19,medium,6.300813122615683,8.661878811294955,6.888626848805448,112.0,Yes,"['Paper', 'Metal']",['Stove'],1573
4338,4338,overweight,female,vegetarian,twice a day,coal,public,,often,230.34347400436468,frequently,1664,extra large,4.487589229962526,34.822175947836655,16.339456710423264,77.26512752165269,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",2308
4339,4339,overweight,female,omnivore,less frequently,natural gas,private,lpg,often,383.4793069573423,never,8403,large,5.167671784589399,18.166165506753085,0.0,104.1815614127089,No,['Paper'],"['Oven', 'Grill', 'Airfryer']",4136
4340,4340,normal,female,omnivore,daily,electricity,walk/bicycle,,often,197.88064980293092,rarely,72,medium,6.3590041744979375,12.451802406867909,0.0,73.42800166546667,Sometimes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",981
4341,4341,normal,male,vegan,less frequently,wood,walk/bicycle,,never,268.5989996214885,very frequently,7,extra large,8.038630222177188,23.663344587850837,18.511553565562465,47.16974998621303,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2641
4342,4342,obese,male,vegan,daily,electricity,private,diesel,never,227.21949811862513,never,9635,extra large,5.300548099268072,80.45729614915186,17.499645420040398,37.38162244215018,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3842
4343,4343,obese,male,vegetarian,twice a day,wood,public,,often,236.27118702319484,frequently,519,large,6.834912708415313,71.64212944546496,0.0,112.0,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2665
4344,4344,underweight,female,omnivore,more frequently,electricity,walk/bicycle,,often,143.25393988063587,rarely,13,medium,5.534736898599542,17.26383485078841,23.780401585497525,37.96851074043167,No,"['Plastic', 'Metal']",['Oven'],973
4345,4345,normal,male,pescatarian,less frequently,electricity,public,,often,214.4475318900674,very frequently,1193,large,5.603201447979951,25.61257958284408,7.704855125507332,88.85157598174486,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2806
4346,4346,overweight,female,vegetarian,less frequently,electricity,walk/bicycle,,sometimes,224.37093528724176,never,62,extra large,5.465482010206237,37.02280063432913,3.403742908001564,42.366608231265225,No,"['Paper', 'Metal']","['Stove', 'Microwave']",1455
4347,4347,normal,female,vegan,less frequently,electricity,private,hybrid,never,268.91646781208465,rarely,8855,extra large,5.339711725411229,51.60974052641412,3.614067964249215,112.0,No,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2081
4348,4348,obese,male,pescatarian,daily,wood,private,petrol,never,282.0184532672385,never,1834,small,7.863895033985413,66.12641113552917,18.16874510740986,63.27560133261515,Sometimes,['Paper'],['Stove'],2059
4349,4349,normal,male,pescatarian,more frequently,wood,private,petrol,often,275.5715122094132,never,2853,extra large,3.065485313988565,18.241868972900207,1.7563551947817344,67.38505025312895,No,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2910
4350,4350,underweight,female,omnivore,more frequently,wood,public,,never,172.9173989097478,never,688,extra large,5.272758199704811,59.86454998396856,3.5534585101124607,107.79298016636116,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",1440
4351,4351,normal,female,omnivore,less frequently,electricity,public,,never,163.20060172469678,frequently,430,extra large,5.269989231693934,57.8783991992145,6.956439219085217,63.60550933492038,Sometimes,['Plastic'],"['Oven', 'Microwave']",1966
4352,4352,overweight,female,vegetarian,daily,coal,private,lpg,never,450.0207389915115,rarely,3030,medium,2.7151065601130546,18.91526503240193,0.0,57.213062240566806,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1980
4353,4353,underweight,male,vegan,less frequently,natural gas,public,,often,256.96025137878325,rarely,1595,large,1.8374088089529312,53.689987279778116,21.251063290344128,90.55933753205892,Yes,['Paper'],[],1554
4354,4354,normal,male,pescatarian,twice a day,electricity,walk/bicycle,,sometimes,292.577479893538,very frequently,8,extra large,6.1857651013299675,32.54105097007618,0.0,45.32026361817163,No,['Metal'],"['Oven', 'Microwave']",3246
4355,4355,obese,male,vegan,twice a day,natural gas,private,hybrid,never,123.7527807156918,very frequently,7753,extra large,4.127249025127131,26.07756549776719,0.0,78.59440838866207,No,['Glass'],"['Oven', 'Microwave']",4924
4356,4356,underweight,female,vegetarian,twice a day,coal,public,,never,319.7505901403606,frequently,210,small,6.715917196281462,31.68958634515583,13.392972279445125,72.57409268160158,Sometimes,"['Paper', 'Glass', 'Metal']",['Oven'],1164
4357,4357,overweight,male,vegetarian,twice a day,wood,public,,often,252.0934913411113,very frequently,914,medium,5.722542613392643,0.0,0.0,107.67848374922912,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",3006
4358,4358,overweight,female,pescatarian,twice a day,natural gas,walk/bicycle,,sometimes,190.16740204369034,very frequently,92,medium,8.098868567273072,57.610545921350884,19.514879863827296,66.50433581575551,Yes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",2372
4359,4359,overweight,female,vegan,less frequently,electricity,private,hybrid,sometimes,248.53838281129626,frequently,1851,medium,6.615461759396969,70.79116280520255,3.4605101472712674,112.0,No,"['Paper', 'Plastic', 'Glass']",['Oven'],1464
4360,4360,normal,female,omnivore,more frequently,wood,private,petrol,sometimes,282.24711927475204,very frequently,1554,extra large,5.060722221705381,38.78358212255272,17.815926963200244,75.18654331897899,Sometimes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3279
4361,4361,normal,female,omnivore,more frequently,wood,private,lpg,never,144.43102708705533,very frequently,4359,medium,4.923167464439937,15.790274105280645,0.0,55.15387780560879,No,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3175
4362,4362,overweight,male,vegan,less frequently,natural gas,private,lpg,often,396.0891965345886,rarely,723,medium,5.2556669327567915,16.550420644998745,9.044131749587685,110.0176988242363,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1377
4363,4363,normal,male,omnivore,daily,natural gas,private,petrol,sometimes,184.9868427232767,never,2622,small,6.007194878802753,21.701606197566154,0.0,62.57712771533173,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1770
4364,4364,normal,female,omnivore,twice a day,wood,private,lpg,sometimes,155.1786036539665,very frequently,703,large,4.088967268922648,0.0,4.574769147482232,60.16365592775574,Yes,['Metal'],"['Stove', 'Grill', 'Airfryer']",2836
4365,4365,normal,male,vegetarian,more frequently,electricity,walk/bicycle,,often,243.3109137522674,frequently,2,large,2.6993683880339296,53.98776175243459,2.734026780936259,19.436635510384946,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2493
4366,4366,normal,male,omnivore,more frequently,natural gas,walk/bicycle,,often,235.8276780108576,rarely,61,small,6.570066939873209,42.06811207877187,0.0,38.788403575796835,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven']",1651
4367,4367,underweight,female,vegan,more frequently,coal,private,lpg,never,307.7216807953821,never,9198,small,6.11587739000621,10.920070734710855,0.0,9.180914745047545,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2854
4368,4368,obese,male,omnivore,daily,wood,walk/bicycle,,sometimes,289.1672753409098,rarely,83,small,5.125927334895592,77.06543948833726,0.37816787229898696,94.30512277477314,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave']",1966
4369,4369,normal,female,vegan,daily,coal,private,lpg,often,369.75628382519415,never,9368,medium,1.7652996575257034,73.18893863358815,13.780903808597596,18.8119498522993,Sometimes,"['Paper', 'Plastic', 'Metal']",['Stove'],3718
4370,4370,overweight,male,vegan,more frequently,electricity,public,,often,236.17125132005475,rarely,987,small,6.915362542699026,0.0,12.074550961539078,89.69948266209671,Yes,"['Paper', 'Plastic']","['Stove', 'Oven']",1111
4371,4371,underweight,female,vegetarian,less frequently,electricity,walk/bicycle,,never,267.7223247059618,rarely,40,small,4.992703557372266,43.71081626506398,6.272874500638666,73.6033447010825,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",593
4372,4372,normal,male,omnivore,less frequently,wood,walk/bicycle,,sometimes,329.28783231331903,rarely,98,medium,6.169678430126462,39.64116220137587,0.0,78.05807276774667,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",1713
4373,4373,overweight,female,pescatarian,twice a day,natural gas,private,hybrid,sometimes,246.2087285901,rarely,8159,large,4.531933437734542,74.141204640773,5.001834305551018,90.15945478677975,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2773
4374,4374,underweight,male,pescatarian,more frequently,coal,private,electric,sometimes,287.6149667144944,very frequently,5384,large,2.4513469439938507,41.14004388005875,0.0,55.59348985255715,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",2566
4375,4375,overweight,female,pescatarian,more frequently,wood,public,,never,256.57247120911944,frequently,818,small,3.7054853442769344,16.86224022153382,12.74410114262924,32.142512761376906,Sometimes,"['Paper', 'Plastic', 'Metal']",[],1387
4376,4376,overweight,female,vegan,daily,natural gas,public,,never,239.5292094044429,frequently,1242,medium,5.921846155193514,45.286865781992134,0.0,37.230769547802694,Yes,['Glass'],['Microwave'],2034
4377,4377,overweight,male,vegetarian,twice a day,coal,public,,never,329.6745562351772,frequently,1545,medium,5.481450810778787,2.297808725148883,0.01696383794611278,36.27839009143982,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],2260
4378,4378,normal,female,vegetarian,daily,natural gas,private,electric,often,215.34685574970302,never,9076,small,7.438204351587039,32.18664439436007,6.399944794293038,57.60610886893115,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",804
4379,4379,normal,female,omnivore,more frequently,electricity,private,electric,sometimes,230.46652382921755,frequently,6432,large,7.363617690925846,47.76879546485036,0.0,95.56447916312487,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']",1612
4380,4380,normal,female,pescatarian,less frequently,natural gas,walk/bicycle,,often,288.31327886688075,frequently,78,large,2.9444477513464036,94.84376319584055,0.0,99.54875004598104,No,"['Paper', 'Glass', 'Metal']",[],1629
4381,4381,overweight,male,pescatarian,daily,electricity,public,,sometimes,213.04194861133124,very frequently,634,medium,3.32417572647263,79.99114194848721,8.25747888398404,95.55719286756168,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave']",2764
4382,4382,overweight,female,vegetarian,twice a day,wood,private,lpg,often,424.4958480482668,frequently,8943,medium,3.5004560072630517,17.142582291163038,0.0,63.2313659234909,No,"['Plastic', 'Glass']","['Stove', 'Microwave']",4025
4383,4383,underweight,female,pescatarian,twice a day,coal,public,,never,277.65997491236436,very frequently,545,small,4.321372690656868,85.04556689623763,0.0,85.18398582980382,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",2054
4384,4384,normal,male,pescatarian,less frequently,wood,private,diesel,often,307.59572442204075,very frequently,6487,medium,4.427672399502729,48.56998097384679,0.0,112.0,No,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",4058
4385,4385,underweight,male,vegan,daily,wood,walk/bicycle,,sometimes,167.78294789047743,very frequently,54,large,3.235359903134836,82.06263579292406,4.601546114191963,57.01184853035778,Yes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",3025
4386,4386,obese,male,vegetarian,less frequently,wood,walk/bicycle,,sometimes,339.1933410551568,frequently,48,small,3.183086746973597,73.56200852845626,0.0,74.95092030444538,Sometimes,['Metal'],"['Stove', 'Grill', 'Airfryer']",1822
4387,4387,normal,female,pescatarian,twice a day,coal,public,,never,134.93369567818155,frequently,1848,medium,5.638477986820423,10.07356518479084,0.0,89.4651491102738,Yes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1997
4388,4388,overweight,male,vegetarian,more frequently,wood,walk/bicycle,,sometimes,349.8314697999921,rarely,97,medium,5.628363895901542,69.72014558617832,0.5395135083953058,112.0,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],1320
4389,4389,underweight,female,vegetarian,daily,natural gas,walk/bicycle,,often,199.34989096473322,never,19,medium,8.2892660116289,65.91987404839978,22.52214425516606,49.82935153005049,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1302
4390,4390,underweight,male,pescatarian,less frequently,wood,public,,often,160.21787808803225,very frequently,557,extra large,4.506276320557378,45.520700854866625,0.0,71.46970260267948,No,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",3185
4391,4391,underweight,female,vegan,less frequently,coal,private,electric,sometimes,315.4750714996455,very frequently,6038,small,4.36087113104692,43.11157268953239,0.0,107.02813875012245,Sometimes,[],"['Stove', 'Microwave']",2629
4392,4392,obese,male,pescatarian,daily,wood,walk/bicycle,,often,231.2233295953951,very frequently,7,medium,8.22473968372047,8.449533744932609,0.0,112.0,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",2717
4393,4393,underweight,female,vegetarian,more frequently,coal,public,,sometimes,226.28004926415971,very frequently,1500,large,9.061071305918379,71.40883789293018,16.15694524055999,97.5757749168551,No,['Glass'],"['Microwave', 'Grill', 'Airfryer']",2721
4394,4394,overweight,male,pescatarian,less frequently,wood,walk/bicycle,,sometimes,204.68765747743058,very frequently,42,large,7.032142479737198,10.75909417072037,10.360666860761919,83.26875207714139,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2639
4395,4395,overweight,female,pescatarian,daily,coal,public,,sometimes,145.28936922956373,never,664,large,6.272784180213455,0.0,14.242081669339031,85.26953610897795,Yes,[],"['Oven', 'Microwave']",1916
4396,4396,obese,female,pescatarian,more frequently,electricity,public,,never,292.5379835312772,frequently,1394,medium,1.6285174278126595,44.05279637348558,0.0,45.62249952410497,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2079
4397,4397,underweight,female,vegan,daily,coal,public,,sometimes,220.48621231164037,frequently,174,large,6.416694886891172,3.6719327943128377,16.190964039986902,54.82837067411552,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2446
4398,4398,normal,male,pescatarian,less frequently,coal,walk/bicycle,,never,397.6109946787596,very frequently,48,small,4.850312032634943,0.0,0.0,112.0,No,"['Paper', 'Metal']",['Stove'],2491
4399,4399,overweight,female,pescatarian,more frequently,natural gas,public,,often,327.4782770683092,very frequently,229,small,5.5641915669424,0.0,8.332244507498961,90.01521020234861,Yes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",2637
4400,4400,overweight,male,vegetarian,less frequently,natural gas,private,petrol,sometimes,331.22340524866274,never,4102,large,3.120448635635893,54.3850959335532,0.0,67.6165701432895,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']",3661
4401,4401,normal,female,pescatarian,daily,electricity,private,petrol,sometimes,220.08850906620313,rarely,5779,medium,1.6642395011527817,87.28266751772367,8.821997975788214,26.74216888422491,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",3023
4402,4402,normal,female,vegetarian,daily,electricity,public,,never,147.76722259663384,never,1190,medium,4.965864641469262,112.0,1.6092454863285628,61.132179771978734,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",1204
4403,4403,obese,female,pescatarian,more frequently,wood,public,,sometimes,334.67385183803617,never,1025,medium,3.2954257667304026,64.78006030972671,3.0409605834566547,104.4645230240263,Sometimes,['Paper'],"['Grill', 'Airfryer']",1792
4404,4404,normal,female,vegetarian,less frequently,coal,private,petrol,often,185.10194427932436,very frequently,8517,extra large,2.4249708165566486,14.456656653011436,5.870967770060119,90.4344892766218,Sometimes,"['Plastic', 'Glass', 'Metal']",[],5031
4405,4405,overweight,female,vegetarian,less frequently,natural gas,walk/bicycle,,never,207.14702730221552,never,22,large,5.249978503056983,23.072660074301247,0.0,52.05297789679882,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1022
4406,4406,underweight,male,vegetarian,daily,electricity,public,,never,171.82001069818315,frequently,65,extra large,6.9477954662085795,48.219395170036535,7.313951737933651,89.12142952631723,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']",2116
4407,4407,overweight,female,pescatarian,less frequently,electricity,private,electric,sometimes,201.6524648786098,very frequently,4099,medium,4.924627782171508,16.53868477298659,1.4276866101808983,101.6503530753219,Sometimes,"['Plastic', 'Glass']",['Stove'],2538
4408,4408,underweight,female,vegan,twice a day,coal,public,,sometimes,207.59347759971354,very frequently,1494,small,6.577404574618176,0.0,0.0,62.01580628473517,No,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2404
4409,4409,underweight,male,vegetarian,daily,natural gas,public,,often,253.6657397662747,frequently,390,medium,3.8597449085167743,39.613043812771764,8.99881202322917,108.70877292910917,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",2292
4410,4410,overweight,male,omnivore,more frequently,electricity,private,petrol,never,209.74165572220727,rarely,9925,extra large,6.346826968736006,59.87076108411415,13.570864079115497,50.868572737081806,Sometimes,['Plastic'],['Stove'],5289
4411,4411,obese,male,vegan,twice a day,coal,public,,sometimes,210.71685957678193,frequently,115,extra large,3.63363120182549,91.06607151431945,10.43273231797218,91.67899208075437,Sometimes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",3217
4412,4412,normal,female,vegan,daily,wood,private,electric,sometimes,393.9516962859441,never,577,large,3.647151862013816,61.10563726506646,0.0,112.0,Yes,['Metal'],"['Stove', 'Grill', 'Airfryer']",1327
4413,4413,obese,male,pescatarian,daily,electricity,private,petrol,often,336.7989906960443,frequently,8682,small,6.544148131635143,5.594199401220678,18.480335452541468,92.30326435529159,No,['Glass'],"['Stove', 'Grill', 'Airfryer']",6776
4414,4414,obese,female,omnivore,less frequently,natural gas,public,,never,213.043830279444,never,1902,extra large,2.7405600285069562,57.39084366352868,0.0,31.290617455745597,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",1742
